Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,303.1385192871094,334.45001220703125,335.95001220703125,332.1499938964844,334.70001220703125,17379320
2020-01-02,307.53436279296875,339.29998779296875,339.8500061035156,333.3500061035156,334.5,20324236
2020-01-03,302.45867919921875,333.70001220703125,337.95001220703125,332.0,337.95001220703125,21853208
2020-01-06,289.1349182128906,319.0,331.70001220703125,317.70001220703125,331.70001220703125,35645325
2020-01-07,288.5910949707031,318.3999938964844,327.0,315.3999938964844,324.45001220703125,50966826
2020-01-08,289.8600158691406,319.79998779296875,321.5,311.0,312.1000061035156,44527485
2020-01-09,299.2863464355469,330.20001220703125,331.3999938964844,325.0,326.8999938964844,40348407
2020-01-10,301.1444396972656,332.25,337.95001220703125,328.1000061035156,331.0,42377838
2020-01-13,299.78485107421875,330.75,335.45001220703125,329.04998779296875,334.0,23615129
2020-01-14,297.2923583984375,328.0,331.70001220703125,326.5,329.79998779296875,26296117
2020-01-15,293.8934326171875,324.25,329.20001220703125,322.3500061035156,329.0,32625740
2020-01-16,293.03228759765625,323.29998779296875,326.8999938964844,322.3500061035156,324.0,26653623
2020-01-17,288.2285461425781,318.0,323.5,310.1000061035156,313.0,58396326
2020-01-20,284.60302734375,314.0,321.45001220703125,313.3999938964844,321.0,30682902
2020-01-21,284.3311462402344,313.70001220703125,316.95001220703125,312.0,313.79998779296875,30591772
2020-01-22,286.5517272949219,316.1499938964844,317.0,313.70001220703125,317.0,24994911
2020-01-23,292.94171142578125,323.20001220703125,324.79998779296875,314.1499938964844,316.0,33293610
2020-01-24,293.712158203125,324.04998779296875,327.29998779296875,321.1499938964844,323.5,22706879
2020-01-27,286.5970764160156,316.20001220703125,322.0,315.79998779296875,320.8999938964844,23309355
2020-01-28,285.60003662109375,315.1000061035156,320.0,311.04998779296875,317.95001220703125,26488426
2020-01-29,286.82366943359375,316.45001220703125,319.70001220703125,315.54998779296875,317.8500061035156,23914114
2020-01-30,281.6119689941406,310.70001220703125,316.75,305.6499938964844,316.75,35802330
2020-01-31,288.63641357421875,318.45001220703125,321.70001220703125,308.6000061035156,313.70001220703125,92656638
2020-02-03,270.1916198730469,298.1000061035156,306.8500061035156,295.3500061035156,303.0,56060158
2020-02-04,277.5785827636719,306.25,307.54998779296875,297.1000061035156,302.8999938964844,51141567
2020-02-05,281.8838806152344,311.0,313.6499938964844,304.6000061035156,306.8999938964844,35014841
2020-02-06,291.8087463378906,321.95001220703125,323.5,310.1000061035156,311.20001220703125,57757656
2020-02-07,290.539794921875,320.54998779296875,325.0,318.3999938964844,321.5,37126803
2020-02-10,288.6817321777344,318.5,322.79998779296875,316.5,319.79998779296875,24816396
2020-02-11,293.9840393066406,324.3500061035156,325.79998779296875,321.04998779296875,321.04998779296875,30188757
2020-02-12,290.22259521484375,320.20001220703125,329.8999938964844,319.25,329.8999938964844,38930849
2020-02-13,296.7938537597656,327.45001220703125,330.95001220703125,322.0,322.0,62516057
2020-02-14,289.4974365234375,319.3999938964844,331.8999938964844,318.54998779296875,328.1000061035156,48205947
2020-02-17,284.7843322753906,314.20001220703125,321.1499938964844,311.6499938964844,320.95001220703125,36950692
2020-02-18,287.8206787109375,317.54998779296875,319.20001220703125,309.3999938964844,315.3999938964844,38588583
2020-02-19,290.3585510253906,320.3500061035156,324.0,317.25,322.29998779296875,39846727
2020-02-20,296.97509765625,327.6499938964844,329.20001220703125,318.75,319.3500061035156,40150409
2020-02-24,292.7151184082031,322.95001220703125,331.29998779296875,321.8500061035156,325.75,45273936
2020-02-25,296.20465087890625,326.79998779296875,328.1499938964844,322.20001220703125,325.8999938964844,39050709
2020-02-26,297.4736022949219,328.20001220703125,330.79998779296875,324.20001220703125,324.8500061035156,43915281
2020-02-27,291.8087463378906,321.95001220703125,330.0,318.0,328.0,47010040
2020-02-28,274.63287353515625,303.0,314.6499938964844,301.1000061035156,312.0,59705346
2020-03-02,260.4933166503906,287.3999938964844,312.0,284.04998779296875,311.0,66711413
2020-03-03,262.7139892578125,289.8500061035156,294.3999938964844,285.29998779296875,293.0,61949382
2020-03-04,258.5899353027344,285.29998779296875,293.0,275.1000061035156,291.79998779296875,73675736
2020-03-05,261.4903869628906,288.5,298.3999938964844,270.0,290.8999938964844,149245973
2020-03-06,245.175537109375,270.5,274.3999938964844,253.9499969482422,268.0,106043172
2020-03-09,229.72177124023438,253.4499969482422,262.75,251.14999389648438,260.04998779296875,101286241
2020-03-11,222.1535186767578,245.10000610351562,258.5,243.10000610351562,253.0,90845604
2020-03-12,192.69619750976562,212.60000610351562,231.89999389648438,208.60000610351562,231.89999389648438,99767083
2020-03-13,219.34373474121094,242.0,248.8000030517578,184.64999389648438,200.0,155701316
2020-03-16,202.43978881835938,223.35000610351562,231.39999389648438,220.60000610351562,227.89999389648438,75583409
2020-03-17,195.0074462890625,215.14999389648438,229.89999389648438,212.0500030517578,227.1999969482422,65403057
2020-03-18,195.05276489257812,215.1999969482422,223.14999389648438,200.10000610351562,221.0,101356399
2020-03-19,184.58407592773438,203.64999389648438,219.75,198.14999389648438,202.9499969482422,93533467
2020-03-20,190.20364379882812,209.85000610351562,215.6999969482422,200.0,205.5500030517578,77391650
2020-03-23,164.5984344482422,181.60000610351562,199.5,180.25,190.0,61750037
2020-03-24,166.0486602783203,183.1999969482422,191.9499969482422,173.5500030517578,190.9499969482422,67491360
2020-03-25,172.12139892578125,189.89999389648438,195.25,176.4499969482422,178.0,71567553
2020-03-26,174.70455932617188,192.75,201.0,185.10000610351562,191.5500030517578,107260359
2020-03-27,177.60498046875,195.9499969482422,211.89999389648438,195.0,202.0,114740377
2020-03-30,169.40223693847656,186.89999389648438,195.0,186.25,190.0,60081554
2020-03-31,178.4207305908203,196.85000610351562,198.5,188.0500030517578,192.0,59543412
2020-04-01,169.0850067138672,186.5500030517578,194.5,185.25,194.0,52954239
2020-04-03,159.06951904296875,175.5,188.1999969482422,175.0,187.5500030517578,64448494
2020-04-07,168.9490509033203,186.39999389648438,187.3000030517578,177.60000610351562,184.39999389648438,72130500
2020-04-08,165.86737060546875,183.0,194.39999389648438,180.4499969482422,182.89999389648438,80435759
2020-04-09,170.17266845703125,187.75,190.0,183.60000610351562,188.0,62416005
2020-04-13,166.320556640625,183.5,188.6999969482422,183.10000610351562,186.8000030517578,51847146
2020-04-15,165.27821350097656,182.35000610351562,191.9499969482422,180.14999389648438,187.0,72190004
2020-04-16,170.8524627685547,188.5,189.89999389648438,180.25,182.0,61165773
2020-04-17,175.1577606201172,193.25,198.0,186.3000030517578,196.0,89851063
2020-04-20,174.4779815673828,192.5,197.35000610351562,190.0500030517578,194.0,81958510
2020-04-21,167.4535369873047,184.75,188.1999969482422,183.0,188.0,53042420
2020-04-22,171.0337371826172,188.6999969482422,189.5,181.35000610351562,185.5,61503413
2020-04-23,169.220947265625,186.6999969482422,189.89999389648438,185.14999389648438,187.75,50955312
2020-04-24,162.92164611816406,179.75,184.0,179.0,184.0,65137305
2020-04-27,163.96395874023438,180.89999389648438,183.5,180.5,183.5,42996571
2020-04-28,167.04566955566406,184.3000030517578,185.35000610351562,181.1999969482422,182.0,49590230
2020-04-29,172.3026885986328,190.10000610351562,191.8000030517578,183.5,185.0,57470466
2020-04-30,172.6652069091797,190.5,195.89999389648438,189.6999969482422,193.5,63063889
2020-05-04,162.10589599609375,178.85000610351562,183.5,178.0,182.4499969482422,58118177
2020-05-05,154.4469757080078,170.39999389648438,181.25,168.8000030517578,181.0,91050439
2020-05-06,155.0814666748047,171.10000610351562,173.3000030517578,166.5500030517578,171.14999389648438,73156432
2020-05-07,154.76422119140625,170.75,172.5500030517578,168.8000030517578,170.85000610351562,42942399
2020-05-08,151.04808044433594,166.64999389648438,173.8000030517578,166.10000610351562,172.4499969482422,55932236
2020-05-11,149.96041870117188,165.4499969482422,168.89999389648438,165.0,167.9499969482422,54591827
2020-05-12,151.274658203125,166.89999389648438,168.5,160.85000610351562,164.1999969482422,70752542
2020-05-13,157.8006134033203,174.10000610351562,178.5500030517578,170.5,178.5500030517578,81720683
2020-05-14,152.22637939453125,167.9499969482422,171.75,167.5,170.9499969482422,48136531
2020-05-15,150.82147216796875,166.39999389648438,168.25,164.6999969482422,167.9499969482422,35495540
2020-05-18,140.7606658935547,155.3000030517578,166.39999389648438,155.0,166.39999389648438,77349435
2020-05-19,138.4947052001953,152.8000030517578,157.85000610351562,152.39999389648438,157.5,71522334
2020-05-20,139.03854370117188,153.39999389648438,155.25,151.14999389648438,153.0,66168767
2020-05-21,137.72430419921875,151.9499969482422,156.14999389648438,151.5,153.64999389648438,61147471
2020-05-22,136.727294921875,150.85000610351562,155.60000610351562,149.4499969482422,152.0,87064198
2020-05-26,137.2257843017578,151.39999389648438,153.1999969482422,150.1999969482422,152.39999389648438,48275988
2020-05-27,143.75172424316406,158.60000610351562,160.8000030517578,150.8000030517578,151.9499969482422,88195120
2020-05-28,143.38916015625,158.1999969482422,162.39999389648438,156.6999969482422,159.4499969482422,76968678
2020-05-29,146.19894409179688,161.3000030517578,161.89999389648438,155.1999969482422,156.10000610351562,58363280
2020-06-01,154.12974548339844,170.0500030517578,171.39999389648438,163.35000610351562,164.0,92740893
