Price,Close,High,Low,Open,Volume
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS
Date,,,,,
2020-01-01,1831.10986328125,1844.879346483023,1819.6209945610121,1831.4476862619658,1354908
2020-01-02,1822.7042236328125,1841.5424944487077,1815.5660119731094,1841.5424944487077,2380752
2020-01-03,1859.0289306640625,1877.9094795882165,1828.0684272734595,1828.0684272734595,4655761
2020-01-06,1858.8597412109375,1880.4012097526943,1848.2579183862879,1862.7034562577812,3023209
2020-01-07,1863.422119140625,1870.8558748234013,1844.7950380175168,1858.902550778835,2429317
2020-01-08,1905.1536865234375,1909.1663148400262,1860.212290625881,1862.7043027532113,5197454
2020-01-09,1870.602783203125,1902.3657780018257,1866.9279782156032,1899.6625751187048,3734173
2020-01-10,1869.9266357421875,1887.2020112938542,1865.2381561937466,1882.1334293476755,1915807
2020-01-13,1850.32861328125,1874.4887360635569,1845.5555737016612,1873.5596195572248,2843893
2020-01-14,1864.30908203125,1883.6542961142839,1854.2564756619365,1854.2564756619365,2948452
2020-01-15,1881.2041015625,1884.6677150458122,1853.5803712813672,1869.4619692498352,2620681
2020-01-16,1891.257080078125,1899.8736288763785,1871.1516620547702,1881.2465473806064,3117214
2020-01-17,1874.615234375,1903.7173029831172,1869.462093239249,1892.9042862294834,3281059
2020-01-20,1833.432861328125,1894.1290055397965,1821.4793319942742,1854.1716438415342,5817599
2020-01-21,1834.0242919921875,1847.1181294839687,1823.0423637732745,1833.0949694156698,1902980
2020-01-22,1864.30908203125,1866.9279322154348,1836.2629661077378,1842.4297828786712,1773686
2020-01-23,1855.0380859375,1877.729207318235,1848.8996407777402,1870.9981260366733,2069866
2020-01-24,1848.6451416015625,1855.0376311633627,1837.2996870473519,1855.0376311633627,1319430
2020-01-27,1836.6649169921875,1857.1545799219127,1833.0665185147336,1853.9795224418065,1549101
2020-01-28,1848.9422607421875,1852.3713650061322,1822.0601007977962,1840.6871092632011,1743024
2020-01-29,1824.2611083984375,1851.6511469003092,1820.3662885391698,1850.0001583525982,2306761
2020-01-30,1810.079345703125,1833.066681215636,1799.1993984218136,1828.8332708664082,2098567
2020-01-31,1760.2943115234375,1815.5826892895918,1753.9865717572059,1811.391447883722,3287223
2020-02-03,1780.148681640625,1858.212710903856,1772.2744986867224,1822.0594353819856,4728073
2020-02-04,1784.5938720703125,1809.105273070461,1766.6866315922948,1802.5858634267324,3509339
2020-02-05,1817.445068359375,1826.038806934932,1781.6727581912035,1790.7322131522592,2439322
2020-02-06,1802.03564453125,1840.8558886361448,1791.1556985873144,1816.1328165775417,2640065
2020-02-07,1808.978515625,1821.213029502215,1794.119204795534,1811.0528452372096,2083442
2020-02-10,1830.4837646484375,1834.7595492870014,1794.1188209225454,1812.661070555055,2383032
2020-02-11,1823.2452392578125,1841.3643610960692,1818.3346482089319,1831.3734704930407,1335820
2020-02-12,1837.9344482421875,1849.9996634385259,1820.3658015527828,1821.2972341815298,1620407
2020-02-13,1855.884033203125,1860.1598174116114,1838.1460917617699,1839.7970798436254,1645948
2020-02-14,1849.322509765625,1872.860307229109,1838.1463503591299,1852.539942232048,1500115
2020-02-17,1865.4517822265625,1877.0936576404354,1854.4025427645997,1860.1176452405011,1774724
