Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
17-10-2019,621.85,622.97,610.94,612.28,16038940
18-10-2019,630.69,635.84,622.83,625.19,28121951
22-10-2019,629.71,639.82,624.90,634.54,27786502
23-10-2019,620.03,634.97,615.91,630.67,18446160
24-10-2019,639.64,641.85,617.42,623.86,22642488
25-10-2019,637.31,641.87,628.42,641.71,13539957
27-10-2019,638.66,643.45,636.77,641.67,3014841
29-10-2019,653.27,659.04,642.16,643.67,25768505
30-10-2019,658.63,661.06,650.26,659.04,16341366
31-10-2019,652.07,663.33,650.89,660.82,19463741
01-11-2019,648.75,650.93,641.67,647.90,13904301
04-11-2019,649.08,655.03,643.49,652.76,14063434
05-11-2019,644.47,654.11,641.67,651.51,12685356
06-11-2019,638.95,644.10,636.10,642.43,14625505
07-11-2019,649.51,651.47,637.75,639.00,14084039
08-11-2019,643.67,649.97,641.80,645.23,12019353
11-11-2019,635.79,643.12,633.45,640.82,11357841
13-11-2019,655.61,657.21,636.77,636.77,25225749
14-11-2019,651.35,659.75,648.26,657.25,14258133
15-11-2019,654.96,662.06,651.53,652.65,15691605
18-11-2019,649.77,661.71,648.08,655.76,14076051
19-11-2019,672.28,674.58,652.36,653.25,30176255
20-11-2019,689.16,700.18,687.18,692.45,43538120
21-11-2019,684.68,692.88,680.65,687.98,14897371
22-11-2019,688.65,698.89,684.68,686.69,22352865
25-11-2019,695.35,696.80,690.65,690.72,15146156
26-11-2019,694.77,701.94,692.88,698.27,35330983
27-11-2019,699.05,701.56,692.92,694.64,9642739
28-11-2019,703.70,705.41,696.42,700.29,13747479
29-11-2019,690.72,704.43,689.25,704.43,18559594
02-12-2019,706.46,718.91,702.23,712.47,31225364
03-12-2019,703.08,709.80,700.27,709.24,12990426
04-12-2019,691.41,702.45,682.97,700.45,20987607
05-12-2019,690.58,703.45,687.53,700.89,19942460
06-12-2019,692.39,698.22,686.24,691.54,13085234
09-12-2019,700.27,702.41,688.65,692.94,12642677
10-12-2019,695.53,700.71,692.05,700.02,10173333
11-12-2019,695.73,701.12,690.47,692.70,12364641
12-12-2019,698.31,700.83,693.17,699.22,10326606
