Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
28-02-2019,479.89,486.43,478.88,483.48,11645376
01-03-2019,481.23,485.28,479.76,481.90,9352928
05-03-2019,486.72,487.64,478.15,482.51,11837276
06-03-2019,486.06,487.45,482.89,487.39,8458044
07-03-2019,491.20,492.00,483.92,487.29,10204852
08-03-2019,491.59,492.00,487.26,488.55,7053460
11-03-2019,491.65,495.17,490.20,492.47,9224108
12-03-2019,501.48,502.40,493.62,495.93,15097292
13-03-2019,514.31,516.03,501.73,502.40,57166348
14-03-2019,513.89,519.15,510.62,518.53,15379864
15-03-2019,520.42,522.01,514.65,515.33,12763088
18-03-2019,522.37,529.34,519.03,522.47,14358720
19-03-2019,523.82,525.71,519.95,524.23,11957992
20-03-2019,531.04,531.27,522.28,524.11,11711992
22-03-2019,525.76,532.89,524.53,531.27,30403880
25-03-2019,526.95,528.47,520.42,522.03,9199260
26-03-2019,533.89,534.74,524.94,525.71,11786848
27-03-2019,531.15,537.75,526.43,535.56,13885300
28-03-2019,531.92,537.05,528.47,531.00,19554328
01-04-2019,534.00,538.66,532.34,537.11,9647076
02-04-2019,530.08,535.89,527.91,535.89,10910496
03-04-2019,529.60,534.97,528.56,529.45,7659452
04-04-2019,527.57,534.28,526.65,529.60,9211552
05-04-2019,532.57,534.45,527.12,528.45,8351180
08-04-2019,528.82,536.57,526.68,535.66,6398132
09-04-2019,528.33,531.97,523.65,530.49,10777600
10-04-2019,516.80,527.58,515.33,519.72,108128700
11-04-2019,521.46,522.73,516.71,518.55,8793300
12-04-2019,523.25,524.85,520.21,520.21,9170444
15-04-2019,528.69,529.63,523.04,524.34,10219780
16-04-2019,532.44,533.56,526.72,529.18,8273776
18-04-2019,529.81,534.75,528.50,534.28,10614856
22-04-2019,524.04,537.05,522.26,537.05,20980420
23-04-2019,518.64,528.96,517.78,526.09,15282400
24-04-2019,526.60,527.55,519.04,519.72,12354128
25-04-2019,522.83,531.00,521.56,528.25,18086636
26-04-2019,526.87,527.81,521.32,523.40,11707568
30-04-2019,535.30,535.89,526.28,527.81,12536836
02-05-2019,544.16,545.05,535.32,536.70,17169300
03-05-2019,546.97,549.29,544.32,546.10,12351520
06-05-2019,537.84,543.26,535.21,542.36,13748092
07-05-2019,536.44,544.67,535.43,543.26,9924204
08-05-2019,532.95,536.77,528.50,536.48,12064208
09-05-2019,529.17,531.27,524.71,531.27,9027724
10-05-2019,530.46,537.02,529.27,529.27,10594200
13-05-2019,528.32,534.36,526.65,530.36,11071632
14-05-2019,528.48,533.81,525.63,530.51,10494744
15-05-2019,528.20,532.94,527.16,530.35,8956348
16-05-2019,533.73,535.66,526.65,526.78,8050136
17-05-2019,545.62,547.28,533.95,534.28,14758780
20-05-2019,561.84,563.31,549.75,556.22,17699632
21-05-2019,555.23,565.78,554.24,563.15,10325176
22-05-2019,555.70,560.38,553.04,557.11,11386660
23-05-2019,538.69,563.59,535.68,556.45,33081996
24-05-2019,548.22,551.17,540.55,545.06,13692800
27-05-2019,556.30,559.43,547.96,549.50,12049024
28-05-2019,558.11,558.99,551.38,558.18,7364840
29-05-2019,558.28,561.49,556.73,556.73,7475216
30-05-2019,563.51,565.44,557.39,558.07,9359200
31-05-2019,560.23,569.39,544.39,567.49,19785080
03-06-2019,567.56,568.18,560.13,560.61,8480860
04-06-2019,566.45,569.56,563.85,567.08,6442988
06-06-2019,559.77,570.54,557.46,566.66,15634924
07-06-2019,565.38,566.90,556.45,560.30,7970932
10-06-2019,563.66,570.53,561.79,570.53,7077140
11-06-2019,565.55,568.21,563.69,566.27,7103292
12-06-2019,560.62,565.55,559.83,564.77,7308620
13-06-2019,564.70,566.38,558.06,562.68,11107948
14-06-2019,562.48,567.99,560.15,564.29,11956920
17-06-2019,559.45,563.59,558.37,562.46,12810020
18-06-2019,558.36,561.76,555.30,558.53,12419652
19-06-2019,560.92,564.74,558.23,560.61,10744276
20-06-2019,563.94,566.42,561.21,564.41,11171492
21-06-2019,561.12,564.72,559.13,563.86,13250260
24-06-2019,561.99,564.93,560.14,560.59,6915000
25-06-2019,564.49,567.46,558.51,562.43,8899800
26-06-2019,573.60,574.09,562.93,563.56,10533636
27-06-2019,572.30,579.78,570.87,573.80,19879236
28-06-2019,567.99,575.25,566.43,572.69,12756844
01-07-2019,577.70,578.50,569.45,570.83,8524160
02-07-2019,579.90,580.48,573.44,578.27,7246828
03-07-2019,578.65,581.83,577.11,580.83,7463256
04-07-2019,577.29,580.57,574.55,579.85,7993964
05-07-2019,574.64,579.89,571.76,577.60,7583060
08-07-2019,560.05,575.16,557.13,575.14,14607140
09-07-2019,552.97,560.33,551.54,558.71,16482688
10-07-2019,555.20,557.35,549.97,552.88,11569148
11-07-2019,559.48,561.07,556.81,558.51,9097596
12-07-2019,556.40,562.00,554.34,562.00,8976272
15-07-2019,556.60,558.51,552.55,556.89,8233184
16-07-2019,555.77,562.00,553.63,562.00,12770568
17-07-2019,557.22,560.51,555.80,556.18,7759736
18-07-2019,560.58,564.56,558.26,558.51,10802584
19-07-2019,552.16,562.63,550.15,561.30,8939228
22-07-2019,533.94,546.16,530.22,545.03,22171296
23-07-2019,526.09,533.30,521.11,533.30,27802864
24-07-2019,530.14,532.95,523.19,524.52,17363740
25-07-2019,531.33,538.17,529.98,531.09,19462008
26-07-2019,529.30,533.10,528.26,529.51,12829828
29-07-2019,521.63,528.43,516.69,528.43,9976492
30-07-2019,523.48,527.88,520.61,524.12,10394136
31-07-2019,523.34,526.91,519.29,520.63,13891840
01-08-2019,517.55,521.79,511.77,519.25,18241676
02-08-2019,515.81,518.06,508.28,515.03,27825536
05-08-2019,507.64,512.47,503.74,511.78,19822440
06-08-2019,509.93,514.86,504.78,504.78,24890940
07-08-2019,508.74,512.94,504.32,510.14,18750136
08-08-2019,520.19,522.49,508.51,512.00,19711600
09-08-2019,531.57,533.20,521.74,523.42,30436112
13-08-2019,517.21,529.55,513.08,529.55,15440068
14-08-2019,519.33,520.72,513.18,520.72,14254052
16-08-2019,518.92,520.16,513.43,515.73,15247560
19-08-2019,514.07,522.25,512.87,521.44,8498200
20-08-2019,517.27,518.95,514.07,514.63,10270592
21-08-2019,518.49,522.07,515.78,518.27,10472712
22-08-2019,506.44,517.33,504.80,517.33,13992044
23-08-2019,503.78,507.11,498.40,503.39,20099616
26-08-2019,525.55,527.88,504.78,511.28,25280244
27-08-2019,526.44,529.45,521.81,525.52,20660832
28-08-2019,523.54,525.83,518.61,524.12,13662588
29-08-2019,518.75,524.98,517.20,523.19,14783716
30-08-2019,518.98,526.45,517.60,520.27,19233320
03-09-2019,515.02,517.36,511.57,517.13,11428676
04-09-2019,523.59,529.71,512.24,514.10,15060704
05-09-2019,520.66,529.34,518.29,523.88,17296252
06-09-2019,523.16,525.66,517.43,518.99,12870004
09-09-2019,524.02,526.66,516.22,523.19,10643404
11-09-2019,524.42,529.71,522.06,529.71,15209116
12-09-2019,528.97,533.16,523.69,524.28,18132300
13-09-2019,525.85,528.18,521.32,524.35,15371340
16-09-2019,522.75,527.06,522.02,524.56,11030184
17-09-2019,515.11,523.77,512.03,523.63,10656556
18-09-2019,509.62,518.10,507.81,516.50,12959884
19-09-2019,512.96,515.76,505.02,512.42,10623310
20-09-2019,558.87,563.67,514.99,516.20,46150034
23-09-2019,585.73,597.59,572.57,586.80,41920410
24-09-2019,584.12,587.92,571.89,582.35,23379048
25-09-2019,577.55,582.31,573.08,582.31,15608976
26-09-2019,578.86,594.00,575.99,577.60,30671560
27-09-2019,579.65,583.98,576.58,581.54,14873170
30-09-2019,571.85,577.69,566.75,572.48,18218458
01-10-2019,581.79,584.68,568.89,573.73,18768352
03-10-2019,570.03,579.46,566.68,577.67,16298876
04-10-2019,554.26,577.51,552.21,576.13,18403632
07-10-2019,552.96,568.31,550.28,559.62,22513220
