Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
26-07-2018,553.28,560.18,551.64,555.41,7362218
27-07-2018,553.36,559.62,551.28,553.25,6493232
30-07-2018,544.31,553.17,543.10,551.97,6409970
31-07-2018,549.99,551.97,538.09,543.32,7943996
01-08-2018,545.54,551.34,544.31,549.47,4675706
02-08-2018,545.38,550.66,543.97,547.78,5940742
03-08-2018,549.59,550.43,546.33,550.43,3970390
06-08-2018,548.20,553.98,542.90,550.37,6178930
07-08-2018,551.14,555.97,548.20,553.58,7351528
08-08-2018,549.04,552.97,545.24,552.69,3992358
09-08-2018,555.97,559.80,553.44,553.44,6409524
10-08-2018,558.19,559.62,553.19,558.33,4779520
13-08-2018,567.58,568.02,555.47,560.02,9979746
14-08-2018,567.40,573.94,565.66,569.67,6151320
16-08-2018,575.96,578.11,568.58,570.08,6626774
17-08-2018,576.28,579.22,573.32,576.50,6390408
20-08-2018,557.71,567.26,553.38,559.22,16101876
21-08-2018,557.59,562.44,553.48,560.02,8361482
23-08-2018,563.00,564.66,558.15,561.23,7717182
24-08-2018,555.31,564.82,554.42,562.64,7053000
27-08-2018,570.26,572.09,556.56,557.20,7012950
28-08-2018,574.00,579.52,568.69,570.98,6496890
29-08-2018,568.12,577.59,566.13,577.59,5646496
30-08-2018,570.58,572.73,562.50,569.21,11507962
31-08-2018,580.61,585.93,572.55,574.17,10875864
03-09-2018,577.85,591.41,576.14,583.79,10976328
04-09-2018,593.99,603.13,576.95,581.78,15370124
05-09-2018,588.15,599.55,584.52,597.86,8658978
06-09-2018,585.93,592.66,583.47,590.28,5598659
07-09-2018,590.48,592.38,583.23,591.73,6510605
10-09-2018,588.91,601.92,587.74,594.47,5629871
11-09-2018,591.69,600.11,589.84,592.98,6963561
12-09-2018,598.62,601.52,593.26,599.83,4636617
14-09-2018,591.21,600.31,587.46,597.81,7896514
17-09-2018,584.96,596.28,583.87,592.26,5427054
18-09-2018,579.44,588.23,577.75,588.23,7729732
19-09-2018,579.97,585.81,574.69,585.81,4849498
21-09-2018,568.32,578.07,557.61,575.21,14350769
24-09-2018,578.76,588.19,569.29,569.29,8637881
25-09-2018,585.16,593.06,577.75,578.76,9602273
26-09-2018,578.44,589.72,573.72,589.19,6599606
27-09-2018,584.04,588.87,578.11,581.78,14592616
28-09-2018,588.27,591.89,576.30,580.97,7490031
01-10-2018,601.64,608.29,590.64,594.27,8252398
03-10-2018,587.02,605.91,585.24,599.35,7792464
04-10-2018,569.85,588.02,566.07,587.02,6173037
05-10-2018,583.87,589.43,571.55,574.53,8543578
08-10-2018,575.70,587.18,571.51,584.24,7259306
09-10-2018,578.36,582.10,566.19,577.83,6777212
10-10-2018,564.42,580.09,560.35,580.09,8866251
11-10-2018,542.58,558.33,534.48,551.97,10985897
12-10-2018,546.97,551.20,533.03,545.04,8909221
15-10-2018,563.09,568.08,549.15,554.87,6222176
16-10-2018,560.22,575.25,555.51,572.11,11588963
17-10-2018,568.36,581.62,565.14,572.11,20360697
19-10-2018,550.80,554.14,546.33,553.58,10421001
22-10-2018,547.90,560.06,542.94,554.95,6672840
23-10-2018,529.89,549.55,526.42,544.67,9041701
24-10-2018,523.60,537.06,521.47,534.24,7058164
25-10-2018,528.45,534.64,518.27,523.76,8270469
26-10-2018,516.11,528.41,513.09,525.64,5464141
29-10-2018,525.19,529.91,514.40,516.19,7137446
